Time,Last Pit
20,0.3333333333333333
40,0.6666666666666666
60,1.0
80,1.3333333333333333
100,1.6666666666666667
120,2.0
140,2.3333333333333335
160,2.6666666666666665
180,3.0
200,3.3333333333333335
220,3.6666666666666665
240,4.0
260,4.333333333333333
280,4.666666666666667
300,5.0
320,5.333333333333333
340,5.666666666666667
360,6.0
380,6.333333333333333
400,6.666666666666667
420,7.0
440,7.333333333333333
460,7.666666666666667
480,8.0
500,8.333333333333334
520,8.666666666666666
540,9.0
560,9.333333333333334
580,9.666666666666666
600,10.0
620,10.333333333333334
640,10.666666666666666
660,11.0
680,11.333333333333334
700,11.666666666666666
720,12.0
740,12.333333333333334
760,12.666666666666666
780,13.0
800,13.333333333333334
820,13.666666666666666
840,14.0
860,14.333333333333334
880,14.666666666666666
900,15.0
920,15.333333333333334
940,15.666666666666666
960,16.0
980,16.333333333333332
1000,16.666666666666668
1020,17.0
1040,17.333333333333332
1060,17.666666666666668
1080,18.0
1100,18.333333333333332
1120,18.666666666666668
1140,19.0
1160,19.333333333333332
1180,19.666666666666668
1200,20.0
1220,20.333333333333332
1240,20.666666666666668
1260,21.0
1280,21.333333333333332
1300,21.666666666666668
1320,22.0
1340,22.333333333333332
1360,22.666666666666668
1380,23.0
1400,23.333333333333332
1420,23.666666666666668
1440,24.0
1460,24.333333333333332
1480,24.666666666666668
1500,25.0
1520,25.333333333333332
1540,25.666666666666668
1560,26.0
1580,26.333333333333332
1600,26.666666666666668
1620,27.0
1640,27.333333333333332
1660,27.666666666666668
1680,28.0
1700,28.333333333333332
1720,28.666666666666668
1740,29.0
1760,29.333333333333332
1780,29.666666666666668
1800,30.0
1820,30.333333333333332
1840,30.666666666666668
1860,31.0
1880,31.333333333333332
1900,30.83392938596491
1920,31.167262719298247
1940,31.50059605263158
1960,31.762551904761903
1980,32.095885238095235
2000,30.68446216216216
2020,30.20968640350877
2040,30.5430197368421
2060,29.601419523809522
2080,27.59188815789474
2100,27.925221491228072
2120,28.067344594594598
2140,28.40067792792793
2160,28.31881190476191
2180,26.859987962962965
2200,26.922654285714284
2220,25.48559814814815
2240,24.473978947368423
2260,24.807312280701755
2280,25.140645614035087
2300,25.473978947368423
2320,25.807312280701755
2340,26.140645614035087
2360,26.473978947368423
2380,26.807312280701755
2400,27.140645614035087
2420,27.473978947368423
2440,27.807312280701755
2460,28.140645614035087
2480,28.473978947368423
2500,28.80731228070175
2520,29.140645614035083
2540,29.47397894736842
2560,29.80731228070175
2580,30.140645614035083
2600,30.47397894736842
2620,30.80731228070175
2640,31.140645614035083
2660,31.47397894736842
2680,31.80731228070175
2700,32.14064561403509
2720,32.12642882882883
2740,30.833388888888884
2760,30.332851351351348
2780,30.666184684684684
2800,30.18968947368421
2820,29.110710476190473
2840,27.528928921568628
2860,27.262128787878783
2880,24.626157207207203
2900,24.309201754385963
2920,24.642535087719295
2940,22.916657142857144
2960,21.035522549019607
2980,18.81480277777778
3000,18.155963157894735
3020,18.489296491228068
3040,17.96198018018018
3060,15.546055405405406
3080,13.853449047619048
3100,13.801195833333333
3120,13.760840990990989
3140,12.681430630630631
3160,10.172181981981982
3180,10.23381403508772
